0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,x,y
41,48,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,8.9
41,40,50,51,0,32,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3.8,8.9
41,47,50,51,0,33,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3.8,8.9
46,51,58,49,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9.9
46,49,58,53,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9.9
49,49,56,53,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9.9
50,49,56,53,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9.9
50,49,56,53,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9.9
50,49,56,49,0,0,0,38,0,0,30,0,0,0,0,0,0,0,0,0,3.8,9.9
50,49,58,49,0,0,0,39,0,0,31,0,0,0,0,0,0,0,0,0,3.8,9.9
50,50,58,52,0,0,0,35,0,0,30,0,0,0,0,0,0,0,0,0,3.8,9.9
50,43,58,52,0,0,0,39,0,0,30,0,0,0,0,0,0,0,0,0,3.8,9.9
48,45,60,45,0,31,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,52,59,44,0,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,52,59,52,0,30,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,52,59,45,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,44,59,52,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,51,59,52,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,52,59,50,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,45,59,50,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
48,51,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.9
40,49,56,43,0,0,0,38,0,30,0,0,0,0,0,0,0,0,0,0,3.8,11.9
40,52,59,44,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
40,51,59,44,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
40,50,55,48,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
40,50,55,49,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
40,50,57,49,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
40,50,57,49,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
39,50,58,49,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
39,40,58,49,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.9
43,62,64,46,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
40,64,62,48,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
41,64,62,48,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
42,64,62,48,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
42,57,60,48,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
41,46,60,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
42,61,60,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
42,64,60,48,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
42,64,62,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,12.9
36,42,39,41,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
36,50,43,41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
34,44,43,42,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
33,51,43,40,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
33,52,45,41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
33,53,45,41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
33,53,44,41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
33,53,44,41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
33,53,43,42,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13.9
44,45,46,57,0,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
45,45,46,57,0,32,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
46,44,46,58,0,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
47,44,45,58,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
47,44,45,59,0,33,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
47,44,43,47,0,33,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
47,45,43,51,0,33,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
47,45,44,52,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
47,45,44,57,0,34,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.9
47,45,54,44,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
48,45,54,54,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
48,45,56,55,0,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
48,45,56,56,0,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
50,45,55,56,0,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
49,45,55,56,0,30,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
48,45,54,57,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
48,45,54,57,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
48,44,55,57,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.9
38,43,57,52,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
42,40,57,56,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
41,36,58,55,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
42,33,58,55,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
44,0,56,55,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
44,32,56,54,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
44,34,58,56,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
44,34,58,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
44,30,58,44,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.9
41,39,56,44,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
43,45,56,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
42,42,57,48,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
42,42,57,48,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
42,42,53,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
42,46,51,48,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
42,46,51,48,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
42,47,54,48,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
42,43,54,48,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.9
47,42,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
46,46,44,42,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
45,46,43,41,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
45,45,45,41,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
45,45,45,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
45,45,44,40,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
45,45,44,40,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
45,44,43,41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
45,46,43,41,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.9
44,46,48,40,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
40,50,48,43,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
39,50,52,43,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
38,50,52,43,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
38,51,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
38,50,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
39,50,53,42,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
39,44,53,41,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
39,43,51,41,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.9
36,59,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
38,58,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
38,60,50,43,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
39,54,50,46,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
39,58,50,47,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
39,60,50,47,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
39,60,50,43,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
39,51,50,47,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
39,59,50,44,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.9
58,39,54,62,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
60,40,55,63,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
60,40,55,63,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
60,41,55,63,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
59,42,55,63,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
59,0,53,63,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
59,37,54,60,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
59,40,54,62,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
59,40,52,62,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.1
59,45,52,57,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,47,52,60,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,41,52,60,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,47,52,60,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,48,51,60,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,48,51,60,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,48,51,59,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,49,51,59,0,30,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
59,49,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,8.1
55,45,47,61,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
53,43,47,60,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
54,43,48,60,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
54,43,48,47,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
54,43,50,58,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
54,43,50,59,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
54,41,49,59,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
54,46,49,61,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
54,44,49,60,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6.4,9.1
46,37,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,33,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,33,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,33,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,33,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
46,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10.1
